State,Year,Birthrate,treated,tax_zscore,finance_zscore,migration_zscore,marriage_zscore,female_zscore,population_zscore,childcare_zscore,unemployment_zscore,femalelabor_zscore,housing_zscore
Daejeon,2024,0.79,0,0.189447882,0.044103397,-0.129916916,-1.024470528,-0.487722008,-0.510909037,-0.9351200113832953,-0.29764234262051015,0.042847095091160414,0.24231887800891297
Ulsan,2024,0.86,0,1.014440003,0.339463729,-0.715457946,-0.693773922,-0.630946155,-0.621985136,-0.8120055864686028,0.6283560566432991,-0.8678513097984748,-0.30388249947813867
Gyeonggi,2024,0.79,0,1.041637546,0.904500886,0.602009372,-0.58354172,2.866161174,3.162875929,-0.6537156115782836,-0.8267842850569723,0.6752765429311847,-0.2273447268366413
Gangwon,2024,0.89,0,0.75606335,-1.015341271,0.016468341,-1.024470528,-0.561818258,-0.535674768,-0.33713566179764465,-0.5622133138387415,1.510083414080016,1.1596124911236985
Chungbuk,2024,0.88,0,0.862587058,-0.681455679,0.455624114,-0.693773922,-0.511002322,-0.486994104,-0.6185400616026571,-1.3559262274934345,1.0800313895488005,0.9659487284376193
Chungnam,2024,0.88,0,1.537992696,-0.553038143,1.187550402,-0.693773922,-0.361701581,-0.323256161,-0.05573126199263226,-0.42992782822962583,0.7258708987583855,0.5983354866501978
Jeonbuk,2024,0.81,0,0.533950086,-1.124496176,-0.276302174,-1.575631539,-0.495949822,-0.470907992,-0.6888911615539102,-0.959069770666088,1.4341918803392137,0.8847723075474119
Jeonnam,2024,1.03,0,1.390672674,-1.066708285,0.016468341,-1.244934933,-0.540152568,-0.488057909,-0.03814348700481937,-0.6944987994478566,1.813649549043228,0.5032431029231098
Gyeongbuk,2024,0.9,0,0.880718753,-1.053866532,-0.276302174,-1.465399337,-0.345583139,-0.248522304,-0.63612783659047,-0.959069770666088,0.8270596104127907,0.7653269864204951
Gyeongnam,2024,0.82,0,0.783260892,-0.475987622,-0.569072689,-1.575631539,-0.155868459,-0.039510988,-0.23160901187076502,-1.2236407418843194,0.42230476379517495,0.22492392968129984
Jeju,2024,0.83,0,2.666690709,-0.450304115,-0.276302174,-0.693773922,-0.727128671,-0.754353727,-0.42507453673671064,-1.2236407418843194,2.977319733068873,0.7711253071683535
