Busan,Chungbuk,Chungnam,Daegu,Daejeon,Gangwon,Gwangju,Gyeongbuk,Gyeonggi,Gyeongnam,Incheon,Jeju,Jeonbuk,Jeonnam,Seoul,Ulsan
10.626727373403243,9.884712397209794,10.115893663307597,10.388287425477728,9.881753060390121,9.877246241330901,9.959300617355341,10.46851723031563,11.861495653932433,10.637776676427249,10.446770685850653,9.063347348235522,10.13352727053818,10.167619484527648,11.799261632097645,9.668777364850452
10.487043056465978,9.75973264889099,9.99706896615766,10.243916237796457,9.757883578677337,9.733469990198337,9.809066976916636,10.325481962595504,11.746130232078754,10.504382373390987,10.325285221931852,8.916371914881694,10.007487142554613,10.025174070792728,11.650633124838164,9.517825071724143
10.33419796600033,9.637501738166108,9.855294709934643,10.096584182498042,9.65701140089547,9.63652272167307,9.682591473762397,10.166697613063421,11.668680571302371,10.379814894894523,10.19522389531595,8.784162222270476,9.863446502998944,9.86485066892121,11.532806520563378,9.364433907313582
10.312845075359636,9.592195614445213,9.832367420033002,10.106958868052818,9.662180030594246,9.571435532348406,9.677464860471074,10.144353136837955,11.698848860680785,10.376673612473162,10.19735048406299,8.792245847467877,9.82211479407039,9.816457993563025,11.525120798670105,9.369052063131004
10.24817594392868,9.570180302058072,9.833065088239582,10.054447432887068,9.617404201448045,9.530683226667511,9.597573618489543,10.067008479866365,11.676845412583631,10.33922318366254,10.130304349216633,8.715552125907816,9.75597313724758,9.755915188068993,11.511203984071887,9.319284458965361
10.153506697855693,9.48524111006323,9.771155440487087,9.942900554892963,9.543234787249512,9.44596570079245,9.497547331579726,10.014089308863923,11.60398115269893,10.256641304347884,10.044379291233609,8.654168646443315,9.664278133535126,9.668903811079362,11.412751475999702,9.256173788319355
10.161264387744689,9.500469448071016,9.83226004324776,9.921327470664458,9.581145019820722,9.429877427696281,9.523617089089445,10.02424394117191,11.653652159213914,10.292958770889943,10.073694354466978,8.67470962929122,9.653165488841426,9.674388804183245,11.450219929554104,9.281730368062856
10.255059498298957,9.615938804529582,9.934501606065297,10.012117717061576,9.666498594399865,9.524420918282495,9.603057907261844,10.129108033725231,11.749166863753613,10.413702990176423,10.19286818162349,8.728749873478527,9.754291246174,9.789422596248155,11.525338108376802,9.388904879892426
10.19129461717606,9.551373619924957,9.890858136135986,9.931199991102664,9.606159103032542,9.423271958213975,9.53892443574839,10.066371415437608,11.690209353996844,10.357520577896485,10.14112555000079,8.629271094821588,9.672689782285058,9.702777967428895,11.458849354771557,9.338293736286644
10.13102145215163,9.539859923169542,9.865629909979887,9.872976797331106,9.54072267395999,9.40195197567723,9.48044384215367,10.015610153673077,11.64124831666514,10.319562839756308,10.101477384966797,8.600246746551523,9.631219406136701,9.680031452383618,11.4030436324351,9.308646060760307
10.21884558783815,9.593559871137028,9.915514932748847,9.930956794525674,9.568993358298544,9.431642228411022,9.545311482471128,10.073230327123223,11.709749681298344,10.379814894894523,10.156267572978644,8.640648995343156,9.686574550972555,9.720405706795765,11.44321090455703,9.344171719609703
10.23131539091714,9.602652693506046,9.923192135810464,9.940686993525235,9.602922854253334,9.426096704856375,9.540794536271832,10.096171896365629,11.711997610705032,10.39010244758706,10.170380010780352,8.63550941823428,9.691222119369101,9.717880604750643,11.424378363905259,9.353747835270912
10.263711192398603,9.625029474611878,9.925640357177262,9.974505039771408,9.634234615552714,9.42754633062364,9.574427775630369,10.111923474978063,11.734034948971443,10.410636425329677,10.232107612780684,8.698180525197055,9.695109453422392,9.740380214665977,11.450134748864514,9.405907155520158
10.159330600013353,9.522080709521035,9.832421104102268,9.869930769007285,9.55385915186536,9.30383071506352,9.451638133870434,10.008117801614212,11.627405273195235,10.29228112635632,10.14878390849147,8.580731212220226,9.585689856179723,9.642187721358466,11.339357483599287,9.335209354022052
10.173132937501757,9.500469448071016,9.809176873064887,9.871016012389166,9.544094632530348,9.274441297382706,9.451638133870434,10.001611950529327,11.627761941559857,10.301021290318012,10.157586987970783,8.617219505483362,9.56317796268366,9.603530449208735,11.33512566958681,9.354960061586127
10.190356794730883,9.515100775962715,9.831131890343988,9.874985192063416,9.530538036104643,9.299175085676673,9.42875274891449,10.012790287426578,11.639514062069802,10.293398993717526,10.14608072767165,8.630521876723241,9.553007665260306,9.619863900211849,11.326656125928176,9.37007543009734
10.122864017281094,9.452658902676433,9.75857738074032,9.81454704323948,9.428350771178645,9.21612361673191,9.357034751126987,9.933822752332201,11.567820764341809,10.208690238705898,10.069383274248214,8.611411866655219,9.449199779730396,9.5453830157878,11.232364642786068,9.297435078827116
9.974877548622802,9.34084218004034,9.659503335350067,9.67696329306244,9.292012520620208,9.100302266767246,9.222268942841456,9.795735290041899,11.451985793530872,10.07949756671628,9.925493632798743,8.52456594574565,9.336796795928741,9.421735176255844,11.088109327580149,9.14644164612595
9.860162427797754,9.267287652417933,9.573593631275038,9.574983485564092,9.141740280483926,9.03013657115323,9.116578992161708,9.685269351744411,11.387078755104254,9.962887895817575,9.907828118634548,8.472405008626103,9.210440366976517,9.327056171672144,10.969473338377144,9.00565049932022
9.74384682996523,9.141311785565748,9.490091074101683,9.49046898877305,9.037176752966994,9.021960500598263,9.031692060548524,9.579971027075132,11.328978588058833,9.86526633971593,9.826714493730215,8.411832675758411,9.101752431559284,9.290259995152056,10.890665360757932,8.927844826211702
9.619664690410067,9.060331104649475,9.388486557359657,9.323043861889268,8.920121751872404,8.966356154790121,8.898092345579153,9.462887373659635,11.261086613489224,9.730502276719161,9.682840881420505,8.291295851905407,9.007612005404566,9.183791036742646,10.767326424407859,8.797397374012059
